wavelength,"(877, 2902)","(845, 3248)","(815, 3120)","(851, 3113)","(822, 3072)","(851, 3182)","(790, 3304)","(842, 3010)","(860, 3073)","(842, 2948)"
723.192,0.789438,0.729405,0.69943,0.836153,0.93993,1.05509,0.881992,0.804331,0.758059,0.972021
724.819,0.784404,0.736374,0.702148,0.839309,0.948646,1.05009,0.871843,0.820652,0.762395,0.9936
726.446,0.792989,0.740942,0.705337,0.847896,0.940779,1.06496,0.874426,0.817798,0.747183,0.98861
728.073,0.794155,0.742756,0.686892,0.831444,0.949753,1.05456,0.896668,0.812567,0.763719,0.980087
729.699,0.790964,0.75134,0.704576,0.832737,0.96662,1.06755,0.879586,0.815897,0.766977,0.984052
731.326,0.78985,0.739159,0.701308,0.839312,0.962795,1.062,0.881175,0.818224,0.771308,0.992959
732.953,0.788905,0.744872,0.698601,0.839283,0.957279,1.06304,0.894481,0.826707,0.774281,0.998837
734.58,0.790263,0.738435,0.691482,0.855145,0.968606,1.0694,0.914545,0.82567,0.760316,1.00056
736.206,0.782117,0.741464,0.699259,0.849382,0.963984,1.0698,0.897328,0.816359,0.770849,1.00314
737.833,0.79336,0.759424,0.705052,0.849022,0.962264,1.06823,0.89216,0.828305,0.764859,0.994857
739.46,0.800771,0.750196,0.694664,0.846537,0.967326,1.06807,0.902206,0.831147,0.77967,1.0028
741.087,0.802727,0.746384,0.712163,0.848653,0.963845,1.06555,0.909148,0.830588,0.774553,1.00917
742.713,0.798866,0.760726,0.709424,0.843025,0.955946,1.08446,0.909098,0.83305,0.771179,0.996852
744.34,0.797439,0.753246,0.713239,0.851,0.970019,1.07871,0.916535,0.840549,0.777682,1.02564
745.967,0.80616,0.763051,0.714426,0.866551,0.968494,1.08599,0.908197,0.840063,0.769722,1.02424
747.593,0.791639,0.757298,0.709179,0.858733,0.970733,1.08438,0.922679,0.851679,0.7785,1.03012
749.22,0.790563,0.762966,0.720021,0.841807,0.985504,1.09325,0.923065,0.843711,0.784935,1.01985
750.847,0.805624,0.749489,0.731838,0.85451,0.972789,1.10775,0.913569,0.852313,0.785043,1.03961
752.474,0.799916,0.756264,0.71027,0.867696,0.977857,1.10223,0.926247,0.82916,0.781281,1.03269
754.1,0.795236,0.765576,0.720093,0.861585,0.965412,1.10194,0.926404,0.853514,0.784478,1.01688
755.727,0.819499,0.755401,0.722305,0.8634,0.98635,1.10602,0.92656,0.852467,0.781864,1.02817
757.354,0.79723,0.75929,0.729345,0.869819,0.97851,1.12493,0.931006,0.85328,0.781978,1.02375
758.981,0.805129,0.750784,0.731453,0.877148,0.992354,1.11168,0.926295,0.855221,0.782067,1.04337
760.607,0.81351,0.752499,0.732479,0.851684,0.985296,1.09681,0.934694,0.863209,0.794661,1.03864
762.234,0.809163,0.760809,0.732028,0.875021,0.991221,1.10172,0.928101,0.851515,0.797338,1.0277
763.861,0.803837,0.762467,0.745114,0.87319,1.00144,1.12534,0.91564,0.858629,0.804869,1.04395
765.488,0.804603,0.764285,0.734211,0.877696,1.00154,1.09565,0.945676,0.845288,0.803616,1.03483
767.114,0.813613,0.770899,0.740433,0.867372,0.997778,1.10075,0.938769,0.848418,0.802791,1.05821
768.741,0.812646,0.778245,0.75352,0.881523,1.00964,1.11466,0.947813,0.869063,0.80007,1.04881
770.368,0.821049,0.764274,0.74526,0.874926,1.01558,1.1235,0.930807,0.86569,0.803284,1.05185
771.995,0.83112,0.788932,0.751335,0.887132,1.00913,1.1349,0.942347,0.8706,0.788329,1.06147
773.621,0.823688,0.765201,0.753118,0.896345,1.02197,1.14859,0.942305,0.886371,0.806751,1.05322
