[Header]
TITLE,1-26-2018-MK167-Ba2CaWO6-o2-ldfz-hc-.dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,14.2,MASS:Sample Mass (mg)
INFO,.2,MASSERR:Sample Mass Error (mg)
INFO,594.57,MOLWGHT:Formula Weight (g/mole)
INFO,10,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (uJ/K),Addenda HC Err (uJ/K),Total HC (uJ/K),Total HC Err (uJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (uJ/K)
33831483.97,,5905,135.487,135.556,0.127,9.4E-6,135.42786,2.4642585,141.42415,1.996,3358.5078,1.998,6736.1133,3.153,0.48120525,62.673097,0.91678851,94.310392,485.62209,7.332,1,,,,0.00010913496,187.42974,18340.706,1.0442766,0
33832289.05,,5905,137.706,137.78,0.127,9.3E-6,137.63489,2.4808536,142.82201,2.017,3454.855,2.033,6865.8453,3.574,0.36623367,63.331486,0.96306724,94.094741,488.69515,7.551,1,,,,0.00011011686,188.01929,18943.364,1.0376875,0
33832822.48,,5905,137.702,137.778,0.127,9.3E-6,137.66449,2.5138859,142.75147,2.015,3456.0417,2.033,6865.3473,3.101,0.77272098,62.988976,0.92800145,94.273833,489.0441,7.482,1,,,,0.00011065022,189.99446,18951.513,1.036952,0
33833354.67,,5905,137.717,137.773,0.127,9.3E-6,137.66514,2.512019,142.6957,2.014,3456.1508,2.033,6864.1245,3.165,0.74446834,63.147012,0.92489922,94.306391,489.23921,7.489,1,,,,0.00011034283,188.96693,18951.691,1.036542,0
33834166.2,,5905,139.936,139.976,0.127,9.4E-6,139.84485,2.5210865,144.3512,2.04,3551.1542,2.065,6998.6659,3.858,0.35872633,63.53485,0.96569532,94.09947,491.18477,7.757,1,,,,0.00011185709,189.44103,19556.582,1.0322239,0
33834700.69,,5905,139.929,139.978,0.127,9.3E-6,139.86341,2.5502536,144.56094,2.041,3551.9582,2.065,7004.479,3.504,0.1727985,63.42606,0.94638659,94.204343,490.51694,7.712,1,,,,0.00011211141,190.60455,19561.774,1.0335865,0
33835235.52,,5905,139.933,139.977,0.127,9.4E-6,139.86581,2.5494132,144.72113,2.044,3552.1527,2.065,7008.4994,3.533,0.24882406,63.571659,0.95413506,94.17115,489.96579,7.721,1,,,,0.00011193097,190.27818,19562.445,1.0347141,0
33836046.69,,5905,142.152,142.226,0.127,9.4E-6,142.10119,2.5603861,145.66199,2.058,3649.4075,2.095,7128.2246,3.879,1.1879344,63.75071,0.98786237,93.989137,494.46264,7.923,1,,,,0.00011354443,190.71498,20192.749,1.0250582,0
33836584.78,,5905,142.167,142.234,0.127,9.3E-6,142.12394,2.5876272,146.28813,2.064,3650.4833,2.096,7144.2543,3.028,2.1651414,63.831333,0.97171658,94.091543,492.32746,7.816,1,,,,0.00011363115,191.25213,20199.214,1.0292997,0
33837126.67,,5905,142.156,142.225,0.127,9.3E-6,142.12795,2.5893049,145.76098,2.059,3650.5379,2.096,7131.7191,3.711,0.22282973,63.56209,0.94883735,94.20305,494.20542,7.903,1,,,,0.00011387125,191.494,20200.354,1.0255617,0
33837938.98,,5905,144.376,144.451,0.127,9.3E-6,144.32359,2.5873574,148.06924,2.091,3746.3746,2.12,7282.6835,3.518,1.0115455,64.077654,0.99743249,93.962977,493.57104,8.067,1,,,,0.00011540342,190.68627,20829.297,1.0259532,0
33838413.11,,5905,144.389,144.451,0.127,9.4E-6,144.35535,2.6191668,146.76837,2.078,3747.6194,2.121,7252.8598,4.957,0.10776582,63.31331,0.93466349,94.265467,498.33475,8.246,1,,,,0.00011620751,192.23296,20838.466,1.0167158,0
33838947.44,,5905,144.383,144.451,0.127,9.4E-6,144.34533,2.612052,147.86916,2.087,3747.468,2.121,7278.9984,3.325,0.68869374,64.123686,0.99028896,94.009092,494.36031,8.033,1,,,,0.00011524487,189.93993,20835.573,1.0244125,0
33839764.08,,5905,146.607,146.65,0.127,9.4E-6,146.53538,2.6332441,149.07813,2.105,3843.1201,2.14,7403.524,3.55,0.20295794,64.220057,0.98283941,94.061121,497.4809,8.228,1,,,,0.00011699362,192.37106,21472.617,1.0173525,0
33840238.17,,5905,146.605,146.651,0.127,9.4E-6,146.55757,2.6486496,149.14639,2.109,3843.9504,2.14,7405.9847,4.581,0.095999308,63.594582,0.96257101,94.124422,497.30928,8.389,1,,,,0.00011816412,192.66017,21479.121,1.0176642,0
33840775.27,,5905,146.606,146.648,0.127,9.4E-6,146.54934,2.6419492,149.88052,2.115,3843.8115,2.14,7423.3789,3.098,1.2411946,64.163317,0.97987355,94.073614,494.62801,8.187,1,,,,0.00011741645,190.78375,21476.71,1.0227308,0
33841594.58,,5905,148.834,148.911,0.127,9.4E-6,148.79051,2.666813,150.32636,2.122,3941.7921,2.158,7532.0074,3.394,0.57697212,64.271929,0.9790107,94.086975,500.55853,8.373,1,,,,0.00011888931,192.48995,22138.617,1.0103222,0
33842135.89,,5905,148.83,148.908,0.127,9.4E-6,148.81229,2.6929906,150.57556,2.126,3942.8161,2.158,7538.983,3.666,0.29789735,64.207083,0.98343537,94.055402,499.71915,8.425,1,,,,0.00011913193,192.81579,22145.097,1.011849,0
33842678.16,,5905,148.824,148.899,0.127,9.4E-6,148.81291,2.6910922,150.77011,2.128,3942.8721,2.158,7543.6854,3.449,0.55015136,64.333347,1.0011657,93.963227,499.0091,8.398,1,,,,0.00011900332,192.62125,22145.282,1.0131521,0
33843497.8,,5905,151.056,151.126,0.127,9.4E-6,151.0149,2.6986983,153.03948,2.161,4039.1901,2.174,7694.2023,3.553,1.1163841,64.919211,1.0432647,93.771668,497.98539,8.62,1,,,,0.00012032552,193.00004,22805.499,1.0134065,0
33843976.36,,5905,151.05,151.126,0.127,9.4E-6,151.04806,2.7333996,151.9813,2.151,4040.4502,2.174,7670.1902,5.047,0.050351369,64.230342,0.98737882,94.032682,502.01098,8.817,1,,,,0.0001211409,194.75763,22815.515,1.0061785,0
33844518.31,,5905,151.066,151.128,0.127,9.4E-6,151.03438,2.7208717,153.0416,2.16,4040.0778,2.174,7695.1406,3.142,0.24670894,64.759232,1.0392094,93.780238,498.04182,8.556,1,,,,0.00012063438,192.69103,22811.385,1.0132898,0
33845340.05,,5905,153.285,153.314,0.127,9.4E-6,153.22015,2.7404762,153.42042,2.165,4135.1734,2.192,7799.2835,3.272,1.4865711,64.753634,1.0402606,93.770643,503.82937,8.715,1,,,,0.00012224078,194.2777,23476.414,1.0013071,0
33845884.44,,5905,153.272,153.339,0.127,9.3E-6,153.23668,2.7653687,153.91881,2.172,4135.9714,2.192,7811.9844,3.212,1.3292019,64.784861,1.0374039,93.790597,502.01677,8.725,1,,,,0.0001223804,194.2609,23481.48,1.0044515,0
33846428.67,,5905,153.292,153.312,0.127,9.4E-6,153.24214,2.761479,154.15581,2.176,4136.1667,2.192,7817.8401,3.274,0.71686993,64.623406,1.0359823,93.784092,501.14745,8.744,1,,,,0.00012278301,194.35458,23483.154,1.0059623,0
33847249.72,,5905,155.501,155.563,0.127,9.3E-6,155.46902,2.7703732,155.14514,2.191,4232.6131,2.214,7937.9145,3.734,0.61304757,65.052537,1.0806324,93.563586,504.67682,8.984,1,,,,0.00012388351,193.87022,24170.615,0.99791681,0
33847796.5,,5905,155.509,155.571,0.127,9.4E-6,155.49836,2.8052905,154.95861,2.187,4233.8451,2.215,7934.6915,3.276,1.1510178,64.810652,1.0374412,93.789566,505.47935,8.905,1,,,,0.00012422151,195.15761,24179.741,0.99652888,0
33848341.08,,5905,155.508,155.574,0.127,9.3E-6,155.49884,2.8008091,154.58603,2.182,4233.8732,2.215,7925.8215,3.412,0.79466831,64.630629,1.0185443,93.881972,506.89428,8.912,1,,,,0.0001243948,194.43196,24179.889,0.99412982,0
33849165.25,,5905,157.723,157.801,0.127,9.3E-6,157.69759,2.8000202,156.81446,2.214,4328.2661,2.242,8073.4354,3.608,0.740246,65.026552,1.0463855,93.755557,505.50235,9.16,1,,,,0.00012596498,193.89189,24868.529,0.99439986,0
33849712.56,,5905,157.726,157.779,0.127,9.4E-6,157.71977,2.8379655,156.7199,2.212,4329.3257,2.242,8072.2367,3.535,0.43334621,65.173715,1.1038441,93.439117,505.93606,9.145,1,,,,0.00012575972,195.07966,24875.526,0.99366047,0
33850260.66,,5905,157.725,157.788,0.127,9.3E-6,157.72762,2.8415292,156.53221,2.209,4329.6071,2.242,8068.0354,3.167,1.1472925,64.980099,1.0596265,93.674381,506.68121,9.078,1,,,,0.00012599209,195.52115,24878.003,0.99242101,0
33851088.59,,5905,159.942,160.009,0.127,9.4E-6,159.92754,2.8486459,157.76299,2.227,4423.2126,2.277,8191.0355,3.482,0.64774733,65.437794,1.1014333,93.474291,508.9652,9.309,1,,,,0.00012705405,194.9403,25576.817,0.98646546,0
33851639.03,,5905,159.97,160.001,0.127,9.4E-6,159.95809,2.8785331,157.82039,2.228,4424.4182,2.278,8193.6121,3.564,0.73153873,64.986763,1.0578054,93.681759,508.83953,9.326,1,,,,0.0001279109,196.31338,25586.59,0.98663591,0
33852185.88,,5905,159.959,160,0.127,9.3E-6,159.95651,2.8729166,157.39168,2.221,4424.4111,2.278,8183.366,3.377,1.0922731,65.004342,1.0678423,93.62477,510.49968,9.277,1,,,,0.00012772888,194.96029,25586.085,0.98396544,0
33853008.73,,5905,162.176,162.205,0.127,9.4E-6,162.12587,2.8827499,159.32932,2.249,4516.0858,2.319,8321.317,3.444,27.015751,65.661599,1.1333504,93.310737,509.80341,9.499,1,,,,0.00012866402,195.01303,26284.798,0.98275073,0
33853561.67,,5905,162.169,162.198,0.127,9.3E-6,162.16055,2.9168109,158.55071,2.238,4517.3048,2.32,8303.9408,3.455,0.70707765,64.822735,1.0526286,93.691008,512.97248,9.468,1,,,,0.00012992606,196.9848,26296.044,0.97773911,0
33854107.92,,5905,162.182,162.205,0.127,9.4E-6,162.1531,2.8973605,159.06011,2.245,4517.1832,2.32,8315.9848,3.61,0.52710525,65.000321,1.0743924,93.58336,510.94666,9.516,1,,,,0.00012979933,194.4682,26293.628,0.98092546,0
33854930.14,,5905,164.419,164.453,0.127,9.3E-6,164.38632,2.9152809,160.34737,2.264,4610.8884,2.367,8440.4335,3.831,0.49139387,65.603166,1.1386571,93.269587,512.86015,9.743,1,,,,0.00013060441,195.00096,27022.862,0.97543013,0
33855413.14,,5905,164.395,164.469,0.127,9.4E-6,164.41753,2.9448448,160.63997,2.275,4612.0275,2.367,8448.5608,5.64,0.037995874,65.112545,1.0947971,93.472885,511.79388,10.06,1,,,,0.00013165401,196.8095,27033.125,0.97702457,0
33855960.89,,5905,164.396,164.434,0.127,9.4E-6,164.41245,2.9432927,160.35732,2.264,4611.9862,2.367,8441.769,3.767,0.26814935,65.279287,1.1103452,93.399259,512.90208,9.735,1,,,,0.00013123177,195.33763,27031.453,0.97533565,0
33856786.52,,5905,166.634,166.689,0.127,9.3E-6,166.62411,2.9534256,162.49999,2.295,4704.243,2.416,8585.1987,4.171,0.8394997,65.838924,1.1500917,93.225314,511.17503,10.04,1,,,,0.00013236839,195.83786,27763.596,0.97524892,0
33857339.69,,5905,166.63,166.674,0.127,9.4E-6,166.6491,2.9903909,161.93783,2.286,4705.2325,2.417,8572.7622,3.661,0.31052043,65.424175,1.1279484,93.308735,513.51343,9.924,1,,,,0.00013298008,197.51677,27771.923,0.97172937,0
33857888.45,,5905,166.624,166.687,0.127,9.3E-6,166.6532,2.9834165,161.39134,2.278,4705.3979,2.417,8559.876,3.417,0.66216651,65.209918,1.108491,93.397562,515.72605,9.857,1,,,,0.00013318106,196.27253,27773.29,0.96842629,0
33858715.36,,5905,168.854,168.88,0.127,9.4E-6,168.82151,2.9899363,162.88339,2.299,4795.4924,2.466,8685.6048,3.672,2.0041996,65.670595,1.1214211,93.364183,516.35436,10.1,1,,,,0.0001341791,195.62975,28500.703,0.96482603,0
33859267.38,,5905,168.852,168.882,0.127,9.3E-6,168.84921,3.0267947,163.32667,2.306,4796.6629,2.467,8697.362,3.715,0.15508696,65.607099,1.1128545,93.407944,514.63362,10.13,1,,,,0.00013448218,197.01179,28510.056,0.96729304,0
33859819.69,,5905,168.856,168.869,0.127,9.3E-6,168.85453,3.0240492,162.55888,2.296,4796.8379,2.467,8679.2,4.028,0.46110539,65.371602,1.1231462,93.32408,517.77759,10.15,1,,,,0.00013470123,196.8213,28511.853,0.96271551,0
33860642.97,,5905,171.076,171.109,0.127,9.4E-6,171.05168,3.0230962,164.66776,2.325,4887.9003,2.515,8820.6285,3.833,0.73124629,65.738156,1.1613657,93.139997,515.8172,10.36,1,,,,0.00013617862,196.1148,29258.677,0.96267843,0
33861126.89,,5905,171.083,171.086,0.127,9.3E-6,171.0832,3.0535808,163.93279,2.322,4889.0744,2.516,8804.2495,5.963,0.058021822,65.135392,1.1069276,93.388668,518.94233,10.69,1,,,,0.00013709392,197.21447,29269.46,0.95820509,0
33861606.33,,5905,171.079,171.098,0.127,9.3E-6,171.08131,3.0421796,164.20774,2.327,4889.104,2.516,8810.8455,6.164,0.053204456,65.162778,1.1028152,93.415782,517.80288,10.74,1,,,,0.00013713393,195.40618,29268.813,0.9598228,0
33862430.27,,5905,173.304,173.365,0.127,9.3E-6,173.31405,3.0531645,166.00922,2.345,4981.5104,2.562,8946.2765,4.374,0.26863632,65.80898,1.1804731,93.033247,517.04105,10.66,1,,,,0.00013797958,195.48833,30037.759,0.9578521,0
33862914.27,,5905,173.315,173.366,0.127,9.4E-6,173.3496,3.0917641,165.5257,2.343,4982.7999,2.563,8936.018,5.486,0.069675613,65.265931,1.1067929,93.397315,519.16491,10.83,1,,,,0.00013884452,197.42694,30050.083,0.95486636,0
33863395.47,,5905,173.302,173.351,0.127,9.3E-6,173.3516,3.0783175,164.6855,2.331,4982.8065,2.563,8915.9584,5.581,0.077472535,64.800363,1.0801341,93.503007,522.67867,10.81,1,,,,0.00013948363,195.79779,30050.777,0.95000856,0
33864217.91,,5905,175.53,175.602,0.127,9.4E-6,175.53536,3.0817322,167.51377,2.365,5073.4127,2.602,9074.1116,4.03,21.799929,66.033879,1.2384143,92.724434,517.31342,10.82,1,,,,0.00013955261,194.40109,30812.661,0.95430217,0
33864772.31,,5905,175.54,175.58,0.127,9.3E-6,175.57993,3.130912,166.7082,2.354,5074.9209,2.603,9056.3805,3.861,0.28029479,65.296696,1.1593431,93.093329,520.84734,10.75,1,,,,0.00014072112,198.10164,30828.31,0.94947186,0
33865254.64,,5905,175.541,175.575,0.127,9.4E-6,175.57861,3.1172027,166.79898,2.361,5074.9501,2.603,9058.5779,5.566,0.075759397,65.297371,1.1326709,93.246237,520.45991,11.06,1,,,,0.00014070606,195.89009,30827.847,0.94999605,0
33866081.95,,5905,177.753,177.777,0.127,9.4E-6,177.74331,3.1254841,167.98203,2.371,5164.2631,2.633,9176.1454,3.768,0.69224422,65.60318,1.1756207,93.025773,521.81871,10.94,1,,,,0.0001419151,195.89211,31592.683,0.9450822,0
33866634.17,,5905,177.755,177.782,0.127,9.4E-6,177.76709,3.1601334,168.55627,2.38,5165.3027,2.634,9190.8994,4.007,0.34092531,65.706372,1.1921059,92.944733,519.43396,11.02,1,,,,0.00014195353,196.80954,31601.137,0.94818606,0
33867186.23,,5905,177.749,177.776,0.127,9.3E-6,177.78145,3.1592177,168.0009,2.371,5165.7511,2.634,9178.0839,3.683,0.76080156,65.205738,1.1279314,93.258034,521.85005,10.93,1,,,,0.00014273521,197.11912,31606.244,0.94498552,0
33868013.86,,5905,179.979,180.006,0.127,9.4E-6,179.97623,3.1546235,169.4842,2.394,5256.0531,2.653,9303.8114,4.352,0.50617306,65.587557,1.2197364,92.768032,521.87417,11.27,1,,,,0.00014398674,195.61721,32391.442,0.94170327,0
33868565.8,,5905,179.976,180.012,0.127,9.4E-6,180.0039,3.1893251,169.96428,2.401,5257.1626,2.653,9316.3866,4.269,0.31800697,65.457663,1.1749057,93.011126,519.87722,11.29,1,,,,0.00014439482,196.76267,32401.404,0.94422556,0
33869116.3,,5905,179.981,179.999,0.127,9.4E-6,180.00488,3.1933184,169.4287,2.392,5257.289,2.653,9303.7218,3.901,0.29347031,65.478703,1.1734529,93.019491,522.19743,11.19,1,,,,0.00014414208,196.37299,32401.758,0.94124502,0
33869942.98,,5905,182.21,182.261,0.127,9.4E-6,182.24027,3.1972341,171.00694,2.415,5348.8542,2.666,9432.9799,4.192,0.45282698,65.674721,1.2194597,92.772954,521.76911,11.48,1,,,,0.00014576955,196.43611,33211.515,0.93835981,0
33870496.66,,5905,182.195,182.264,0.127,9.4E-6,182.26876,3.2290532,171.21868,2.416,5349.9901,2.666,9439.1725,3.665,0.77985138,65.491106,1.1990556,92.870305,520.92313,11.4,1,,,,0.00014624497,197.02416,33221.902,0.93937477,0
33871049.34,,5905,182.211,182.249,0.127,9.4E-6,182.27173,3.2239435,170.45702,2.406,5350.0906,2.666,9421.0826,3.799,0.48626727,65.16134,1.1796315,92.943804,524.26831,11.38,1,,,,0.00014666876,196.47332,33222.982,0.93518083,0
33871873.2,,5905,184.43,184.486,0.127,9.4E-6,184.46801,3.2204211,171.92022,2.427,5439.8153,2.676,9545.7526,3.756,0.40477351,65.265011,1.1670958,93.02052,524.09806,11.6,1,,,,0.0001483293,195.48402,34028.445,0.93197854,0
33872354.16,,5905,184.427,184.484,0.127,9.4E-6,184.49806,3.2451777,172.20023,2.437,5440.9963,2.676,9553.6209,5.731,0.060792985,65.005214,1.1782139,92.930978,522.94173,11.99,1,,,,0.00014907747,195.79503,34039.535,0.93334436,0
33872900.34,,5905,184.441,184.48,0.127,9.4E-6,184.49395,3.2439138,171.90941,2.427,5440.9202,2.676,9546.5992,3.967,0.54878353,65.088561,1.1870123,92.887982,524.21973,11.64,1,,,,0.00014878714,195.01564,34038.017,0.93178886,0
33873724.97,,5905,186.649,186.683,0.127,9.3E-6,186.66785,3.2491757,172.67495,2.439,5529.5103,2.688,9653.4726,4.412,0.35723295,65.042919,1.2244413,92.659872,526.96164,11.92,1,,,,0.00015060439,195.26568,34844.885,0.92503852,0
33874204.13,,5905,186.654,186.686,0.127,9.3E-6,186.69594,3.2770573,172.89387,2.45,5530.6336,2.688,9659.8244,6.493,0.058530846,64.800018,1.1465232,93.083215,526.05839,12.33,1,,,,0.00015113233,195.12876,34855.374,0.92607195,0
33874681.03,,5905,186.662,186.666,0.127,9.4E-6,186.69902,3.2739719,173.02399,2.449,5530.8682,2.688,9663.1665,5.808,0.080179508,64.964271,1.1632032,93.004438,525.48306,12.21,1,,,,0.00015082971,194.40005,34856.522,0.9267536,0
33875505.17,,5905,188.871,188.896,0.127,9.4E-6,188.88899,3.2875856,174.68635,2.467,5620.0834,2.705,9792.0835,4.459,0.80035344,65.471304,1.25516,92.527398,524.09606,12.21,1,,,,0.00015179911,194.89281,35679.05,0.92480958,0
33876056,,5905,188.878,188.884,0.127,9.4E-6,188.92027,3.3328526,174.59219,2.466,5621.3787,2.706,9791.13,4.289,0.33005689,65.368462,1.2357588,92.625982,524.61074,12.17,1,,,,0.00015198867,196.41391,35690.868,0.92415806,0
33876605.14,,5905,188.876,188.884,0.127,9.4E-6,188.9261,3.331159,173.80499,2.453,5621.531,2.706,9772.482,3.911,0.33187304,65.085612,1.202956,92.779533,528.20372,12.04,1,,,,0.00015229663,196.10539,35693.072,0.91996284,0
33877429.72,,5905,191.102,191.168,0.127,9.4E-6,191.1563,3.3291555,174.79049,2.468,5712.2751,2.734,9886.7624,4.102,0.50514986,65.13709,1.2345591,92.595365,529.90811,12.29,1,,,,0.00015399024,195.25684,36540.73,0.91438519,0
33877977.89,,5905,191.111,191.151,0.127,9.3E-6,191.18262,3.3622273,174.98103,2.471,5713.429,2.735,9892.467,4.188,0.39238752,65.083678,1.2330882,92.598756,529.10472,12.33,1,,,,0.0001542067,195.41127,36550.795,0.91525593,0
33878526.11,,5905,191.102,191.147,0.127,9.3E-6,191.18767,3.3603197,175.3918,2.478,5713.6089,2.735,9902.4573,4.594,0.15013548,65.076448,1.2060204,92.755067,527.22905,12.44,1,,,,0.00015433404,195.25103,36552.725,0.91738031,0
33879350.92,,5905,193.315,193.371,0.127,9.3E-6,193.38473,3.3662863,176.19724,2.487,5802.9404,2.778,10011.025,3.953,0.61112595,65.156308,1.2450774,92.53049,529.53877,12.51,1,,,,0.00015588111,195.22934,37397.655,0.91112282,0
33879830.25,,5905,193.328,193.369,0.127,9.4E-6,193.41405,3.3940332,175.60501,2.487,5804.1063,2.779,9998.0467,6.112,0.025103701,64.730827,1.2190394,92.630438,532.37627,12.9,1,,,,0.00015666008,195.46892,37408.996,0.9079227,0
33880308.48,,5905,193.347,193.373,0.127,9.4E-6,193.42043,3.3823892,175.73095,2.488,5804.3394,2.779,10001.287,6.095,0.049623136,64.550411,1.1735616,92.874697,531.80756,12.9,1,,,,0.00015707017,194.19248,37411.461,0.9085439,0
33881128.14,,5905,195.561,195.58,0.127,9.4E-6,195.60609,3.3928225,177.2722,2.502,5893.446,2.841,10127.204,4.009,2.7837604,65.295354,1.2994511,92.22714,530.55726,12.75,1,,,,0.00015743004,193.65123,38261.744,0.90627137,0
33881610.27,,5905,195.551,195.596,0.127,9.4E-6,195.65258,3.4320669,176.88634,2.505,5895.0767,2.842,10119.619,6.3,0.054071421,64.557012,1.2050753,92.684715,532.50206,13.19,1,,,,0.00015895249,195.88606,38279.93,0.90408386,0
33882153.86,,5905,195.561,195.596,0.127,9.3E-6,195.64387,3.416969,177.425,2.505,5894.8806,2.842,10132.287,4.284,0.31004994,64.757933,1.2113213,92.673148,529.93944,12.82,1,,,,0.0001586694,193.67104,38276.526,0.90687735,0
33882974.39,,5905,197.774,197.779,0.127,9.3E-6,197.80813,3.4302502,178.62547,2.522,5983.4748,2.93,10249.552,4.164,27.438269,65.13414,1.2985422,92.206688,530.07664,13.04,1,,,,0.00015971237,194.2738,39128.056,0.9030239,0
33883522.36,,5905,197.772,197.772,0.127,9.4E-6,197.83605,3.4599484,178.07626,2.514,5984.4189,2.931,10237.38,4.045,1.2642852,64.365254,1.2328926,92.494636,532.7718,12.97,1,,,,0.00016132286,195.40242,39139.101,0.90012037,0
33884063.03,,5905,197.776,197.772,0.127,9.4E-6,197.83655,3.4470511,178.52654,2.52,5984.6545,2.932,10248.369,4.1,1.1315609,64.731554,1.2554704,92.407414,530.62491,13.02,1,,,,0.00016061785,193.09576,39139.299,0.90239411,0
33884885.25,,5905,200.007,200.044,0.127,9.4E-6,200.07212,3.4602918,179.28455,2.534,6076.6747,3.052,10358.493,4.99,0.59884297,64.704685,1.2970006,92.154465,532.96157,13.42,1,,,,0.00016246591,194.19466,40028.853,0.89609963,0
33885430.42,,5905,199.993,200.05,0.127,9.3E-6,200.10466,3.4908272,178.93521,2.525,6077.9808,3.054,10351.456,3.864,2.010191,64.317751,1.2360793,92.460227,534.73539,13.16,1,,,,0.00016322374,194.11405,40041.875,0.89420811,0
33885972.13,,5905,199.998,200.035,0.127,9.4E-6,200.10461,3.483161,179.3362,2.531,6078.1035,3.054,10361.155,3.836,2.145759,64.51831,1.2677416,92.301741,532.79864,13.18,1,,,,0.00016292778,192.95325,40041.856,0.89621223,0
33886790.69,,5905,202.003,202.041,0.127,9.4E-6,202.07338,3.4921967,180.05362,2.541,6159.4745,3.179,10459.66,3.962,7.1763728,64.676323,1.2879476,92.193555,534.53961,13.4,1,,,,0.00016408544,193.55493,40833.651,0.8910309,0
33887267.7,,5905,201.993,202.035,0.127,9.4E-6,202.10976,3.521252,180.25622,2.557,6160.9907,3.182,10466.015,7.295,0.024949791,64.408124,1.2650316,92.296154,533.64648,14.12,1,,,,0.00016483676,194.02897,40848.357,0.89187289,0
33887742.17,,5905,201.994,202.036,0.127,9.4E-6,202.11068,3.5077556,179.57781,2.544,6160.9217,3.182,10449.744,6.639,0.046585393,63.895605,1.2159778,92.520083,536.96101,13.92,1,,,,0.00016581504,193.22437,40848.727,0.88851224,0
33888508.75,,5905,202.994,203.047,0.127,9.3E-6,203.08139,3.488108,180.09823,2.543,6201.1676,3.248,10502.419,4.193,0.48324909,64.151649,1.2278736,92.475322,536.98721,13.52,1,,,,0.00016599096,191.68682,41242.05,0.88682785,0
33888981.58,,5905,202.998,203.048,0.127,9.4E-6,203.11219,3.5207514,179.70288,2.548,6202.3658,3.25,10494.175,6.932,0.056409092,63.794471,1.2122981,92.524037,539.00833,14.06,1,,,,0.00016676654,192.45495,41254.56,0.88474694,0
33889519.55,,5905,202.994,203.038,0.127,9.3E-6,203.10518,3.5145673,180.24874,2.545,6202.2672,3.25,10507.113,4.164,0.96263605,64.147606,1.2802968,92.170552,536.31146,13.53,1,,,,0.0001661797,191.38341,41251.713,0.88746502,0
33890286.2,,5905,203.992,204.036,0.127,9.4E-6,204.08945,3.5148286,180.26251,2.545,6242.9036,3.319,10548.078,4.351,0.70266714,64.217752,1.2812781,92.165867,538.84262,13.64,1,,,,0.00016662872,192.44282,41652.506,0.88325242,0
33890827.81,,5905,203.999,204.033,0.127,9.4E-6,204.10824,3.544146,180.64968,2.553,6243.7372,3.32,10558.159,4.92,0.2238035,64.145887,1.2619654,92.272039,536.98204,13.79,1,,,,0.00016694478,192.65326,41660.174,0.88506804,0
33891301.81,,5905,203.994,204.028,0.127,9.4E-6,204.11232,3.5360016,180.75424,2.562,6243.7953,3.32,10560.714,6.764,0.043442835,63.858183,1.2301599,92.425597,536.47679,14.19,1,,,,0.00016768734,192.43766,41661.841,0.88556258,0
33892068.81,,5905,205.009,205.051,0.127,9.3E-6,205.08479,3.5222188,181.35781,2.563,6284.2092,3.39,10615.542,4.901,1.0016771,64.446684,1.334717,91.883144,536.03845,13.92,1,,,,0.00016719266,191.57455,42059.769,0.88430648,0
33892610.91,,5905,205.005,205.04,0.127,9.3E-6,205.11804,3.5639114,180.43084,2.548,6285.4081,3.392,10594.603,4.465,0.57515149,63.792883,1.2398657,92.352074,540.72384,13.75,1,,,,0.00016839914,193.34005,42073.409,0.87964392,0
33893081.88,,5905,204.995,205.043,0.127,9.3E-6,205.11782,3.5467379,180.63996,2.558,6285.4229,3.392,10599.612,6.39,0.050372468,63.773058,1.2341887,92.384392,539.6863,14.17,1,,,,0.00016852348,191.37865,42073.319,0.88066442,0
33893844.86,,5905,205.995,206.039,0.127,9.4E-6,206.08546,3.5362081,181.52591,2.564,6325.5312,3.463,10660.879,4.537,0.3877679,64.232982,1.3193348,91.940042,537.81547,13.93,1,,,,0.00016842943,191.31917,42471.217,0.88082833,0
33894318.91,,5905,206.002,206.043,0.127,9.4E-6,206.11802,3.566296,181.57716,2.574,6326.6125,3.464,10663.185,6.941,0.046726276,63.64803,1.2467055,92.295149,537.64473,14.45,1,,,,0.00016989366,192.69895,42484.638,0.88093785,0
33894855.05,,5905,205.987,206.041,0.127,9.3E-6,206.1048,3.5595564,181.82025,2.567,6326.3722,3.464,10668.75,4.391,0.40271393,64.121886,1.3181164,91.935597,536.39726,13.92,1,,,,0.00016885168,190.94409,42479.189,0.88217376,0
