[Header]
TITLE,1-26-2018-MK167-Ba2CaWO6-o2-ldfz-hc-.dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,14.2,MASS:Sample Mass (mg)
INFO,.2,MASSERR:Sample Mass Error (mg)
INFO,594.57,MOLWGHT:Formula Weight (g/mole)
INFO,10,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (uJ/K),Addenda HC Err (uJ/K),Total HC (uJ/K),Total HC Err (uJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (uJ/K)
33955927.63,,5905,251.295,251.326,0.127,9.4E-6,251.42968,4.1956202,194.66888,2.762,7942.4426,4.114,12591.682,7.96,0.026716337,58.270597,1.3882968,90.4707,575.07304,19.71,1,,,,0.00021926969,176.48843,63216.882,0.77424783,0
33956420.98,,5905,251.282,251.321,0.127,9.4E-6,251.42293,4.1906066,194.47479,2.749,7942.37,4.114,12586.974,5.537,0.35849612,58.526838,1.4220281,90.292892,576.27647,19.02,1,,,,0.00021829104,174.81179,63213.488,0.77349664,0
33957186.8,,5905,253.308,253.37,0.127,9.3E-6,253.42003,4.1977891,195.2926,2.762,8004.5309,4.239,12668.666,6.072,1.3150941,58.634096,1.5284745,89.629606,575.67163,19.46,1,,,,0.0002195438,175.58051,64221.713,0.7706281,0
33957621.25,,5905,253.326,253.355,0.127,9.4E-6,253.46688,4.2286555,194.77689,2.768,8005.7629,4.241,12657.582,8.792,0.027445305,57.976773,1.3948512,90.368586,579.04837,20.11,1,,,,0.00022154302,175.90229,64245.458,0.76845107,0
33958051.28,,5905,253.313,253.354,0.127,9.3E-6,253.4622,4.2111065,194.15909,2.757,8005.7276,4.241,12642.792,8.333,0.039623278,57.90221,1.4112794,90.24477,582.94745,19.89,1,,,,0.00022160299,173.93032,64243.088,0.76602779,0
33958812.5,,5905,255.322,255.391,0.127,9.3E-6,255.44778,4.2109371,195.78938,2.768,8066.7605,4.37,12742.76,5.67,1.2975747,58.121314,1.4799563,89.841822,577.09704,19.59,1,,,,0.00022267081,173.70663,65253.57,0.76645557,0
33959243.38,,5905,255.367,255.38,0.127,9.4E-6,255.5011,4.2531791,194.75805,2.763,8068.3432,4.374,12719.712,7.847,0.040989439,57.631882,1.4146423,90.170599,583.81593,20.01,1,,,,0.00022400561,174.36394,65280.814,0.76225913,0
33959670.98,,5905,255.354,255.381,0.127,9.4E-6,255.49584,4.2362005,194.83396,2.767,8068.2074,4.374,12721.389,8.477,0.035684265,57.587145,1.4004427,90.256213,583.31905,20.2,1,,,,0.00022417822,172.89564,65278.123,0.76257197,0
33960428.94,,5905,257.383,257.368,0.127,9.4E-6,257.43802,4.2368127,196.30209,2.775,8127.193,4.501,12815.438,5.796,4.6914349,57.909007,1.5245289,89.512512,578.27848,19.87,1,,,,0.00022486838,172.76143,66274.333,0.76252176,0
33960859.44,,5905,257.375,257.361,0.127,9.3E-6,257.48447,4.2815365,195.01627,2.768,8128.4252,4.503,12785.961,8.097,0.043077973,57.290686,1.4155479,90.097294,586.68534,20.28,1,,,,0.00022651558,173.72702,66298.255,0.7573904,0
33961346.48,,5905,257.383,257.372,0.127,9.3E-6,257.47686,4.2661759,196.01181,2.771,8128.4018,4.503,12809.714,5.705,0.34527967,57.605262,1.445014,89.968229,580.24352,19.79,1,,,,0.00022576857,171.87206,66294.332,0.76127934,0
33962106.22,,5905,259.412,259.403,0.127,9.3E-6,259.47853,4.2779236,196.08387,2.773,8188.21,4.63,12871.243,6.018,1.7418578,57.539753,1.5242288,89.432922,584.28489,20.05,1,,,,0.00022728866,172.81579,67329.108,0.75568436,0
33962534.3,,5905,259.414,259.382,0.127,9.3E-6,259.5192,4.3068719,195.74969,2.776,8189.3529,4.632,12864.405,7.761,0.044943116,57.109264,1.4530181,89.816144,586.55338,20.48,1,,,,0.0002287221,172.61926,67350.213,0.75427827,0
33962959.16,,5905,259.412,259.389,0.127,9.3E-6,259.51801,4.2962077,195.79107,2.781,8189.4638,4.633,12865.504,8.614,0.029628714,57.169856,1.4508504,89.840659,586.28129,20.72,1,,,,0.00022849057,171.32779,67349.596,0.75444117,0
33963714.19,,5905,261.44,261.424,0.127,9.3E-6,261.51017,4.2944024,196.45774,2.778,8248.0922,4.751,12940.054,5.78,2.1475268,57.074772,1.5246323,89.338457,586.40211,20.2,1,,,,0.00023037755,171.50957,68387.571,0.75124321,0
33964138.13,,5905,261.439,261.417,0.127,9.4E-6,261.55015,4.3301046,195.78314,2.782,8249.3021,4.753,12925.153,8.764,0.036663082,56.723176,1.446596,89.777987,590.92416,20.93,1,,,,0.00023134936,171.22432,68408.481,0.74854914,0
33964558.92,,5905,261.443,261.418,0.127,9.4E-6,261.55122,4.3188565,196.00644,2.788,8249.3782,4.753,12930.562,9.234,0.038766461,56.710479,1.4313942,89.878004,589.46069,21.1,1,,,,0.00023146405,170.16953,68409.043,0.74939982,0
33965309.8,,5905,263.468,263.5,0.127,9.4E-6,263.58432,4.3178362,197.29361,2.793,8308.4576,4.86,13020.383,6.833,0.36571805,56.903977,1.5466071,89.159665,585.50187,20.82,1,,,,0.00023256012,170.13144,69476.691,0.74850286,0
33965732.92,,5905,263.452,263.489,0.127,9.4E-6,263.63719,4.3564535,196.95025,2.796,8309.8241,4.863,13013.549,8.341,0.038144606,56.387562,1.4456184,89.724987,587.90242,21.19,1,,,,0.00023433267,170.71193,69504.569,0.74705032,0
33966151.7,,5905,263.474,263.497,0.127,9.4E-6,263.6327,4.3430758,196.56471,2.793,8309.8271,4.863,13004.344,8.726,0.027589712,56.383589,1.4561865,89.650318,590.45208,21.23,1,,,,0.00023420393,169.16269,69502.201,0.74560065,0
33966900.36,,5905,265.506,265.518,0.127,9.4E-6,265.62068,4.3419876,197.74083,2.799,8366.6525,4.95,13089.258,6.75,0.48351279,56.5297,1.5633236,88.973696,587.0244,21.04,1,,,,0.00023539005,169.15077,70554.344,0.74444818,0
33967320.64,,5905,265.498,265.528,0.127,9.4E-6,265.66738,4.3841175,197.62142,2.807,8367.8994,4.952,13087.654,8.594,0.051729246,56.255576,1.5080893,89.283615,587.92953,21.56,1,,,,0.00023637953,169.5891,70579.159,0.74386784,0
33967797.33,,5905,265.513,265.518,0.127,9.4E-6,265.66366,4.375323,197.77648,2.797,8367.8584,4.952,13091.316,6.129,0.53558718,56.271096,1.5102196,89.274236,586.87991,20.87,1,,,,0.00023638802,168.76673,70577.182,0.74446191,0
33968545.19,,5905,267.52,267.557,0.127,9.4E-6,267.65679,4.3707136,198.83786,2.817,8423.8443,5.017,13172.65,7.183,0.55296529,56.307252,1.6135395,88.604112,584.08226,21.55,1,,,,0.00023797019,168.81329,71640.157,0.74288367,0
33968964.48,,5905,267.516,267.543,0.127,9.4E-6,267.70385,4.4068979,198.28652,2.816,8425.0531,5.018,13160.692,8.683,0.053629933,55.762411,1.4890064,89.31428,587.93015,21.88,1,,,,0.00023977174,168.92176,71665.353,0.74069358,0
33969437.3,,5905,267.529,267.538,0.127,9.3E-6,267.69474,4.3926469,198.83472,2.813,8424.9036,5.018,13173.635,6.392,0.67187323,55.950383,1.5214823,89.139938,584.18642,21.32,1,,,,0.00023928543,167.28723,71660.472,0.74276664,0
33970182.94,,5905,269.553,269.6,0.127,9.4E-6,269.69374,4.3964711,199.86205,2.828,8480.0774,5.057,13253.344,6.526,0.73624057,56.025847,1.595975,88.662326,581.49352,21.73,1,,,,0.00024059851,167.85115,72734.716,0.74107041,0
33970599.63,,5905,269.541,269.57,0.127,9.4E-6,269.74425,4.4340848,199.41453,2.832,8481.394,5.057,13243.973,8.726,0.058414552,55.556111,1.5112045,89.12798,584.68045,22.29,1,,,,0.00024225639,168.07754,72761.959,0.7392726,0
33971070.89,,5905,269.578,269.581,0.127,9.4E-6,269.73595,4.4236084,199.20648,2.818,8481.2747,5.057,13238.884,6.259,1.0792128,55.707651,1.5516569,88.885706,586.09127,21.52,1,,,,0.00024159875,166.66833,72757.484,0.73852401,0
33971812.95,,5905,271.593,271.559,0.127,9.4E-6,271.68379,4.4199923,200.6275,2.839,8534.0998,5.077,13325.647,6.484,5.3262386,55.676958,1.6238848,88.407991,580.46663,22.04,1,,,,0.0002435202,167.12295,73812.083,0.73845958,0
33972228.05,,5905,271.582,271.551,0.127,9.4E-6,271.72911,4.4531213,199.63383,2.83,8535.2325,5.078,13303.048,7.631,0.095674655,55.144868,1.5390843,88.854732,587.46413,22.18,1,,,,0.0002452385,167.03087,73836.71,0.73467957,0
33972696.55,,5905,271.589,271.541,0.127,9.4E-6,271.71763,4.4415004,200.44712,2.837,8535.0548,5.078,13322.295,6.712,0.49659834,55.441844,1.5693678,88.719385,581.79393,22.07,1,,,,0.00024435525,165.4346,73830.47,0.73770379,0
33973438.55,,5905,273.628,273.578,0.127,9.3E-6,273.71575,4.4381904,202.23223,2.862,8588.2899,5.088,13418.163,6.657,1.9994072,55.343012,1.6394631,88.245713,573.51051,22.62,1,,,,0.00024676885,166.32553,74920.313,0.73884031,0
33973850.03,,5905,273.626,273.571,0.127,9.4E-6,273.75517,4.4789818,201.12819,2.865,8589.4062,5.088,13392.912,10.21,0.046244642,55.065964,1.5878683,88.518528,581.37658,23.45,1,,,,0.0002473965,166.02904,74941.895,0.73470097,0
33974317.34,,5905,273.62,273.572,0.127,9.3E-6,273.74976,4.4782258,200.81724,2.842,8589.2672,5.088,13385.346,6.637,0.50525403,55.110794,1.5811004,88.568111,583.54941,22.29,1,,,,0.00024702647,165.19789,74938.929,0.73357962,0
33975056.53,,5905,275.652,275.596,0.127,9.4E-6,275.7503,4.4645791,202.82809,2.871,8641.7742,5.088,13485.878,6.748,5.6686438,55.086279,1.6725372,87.969607,573.52324,22.95,1,,,,0.00024927123,165.33238,76038.227,0.73554986,0
33975467.11,,5905,275.646,275.603,0.127,9.3E-6,275.79438,4.5088391,202.01124,2.873,8642.9017,5.087,13467.497,9.469,0.056698734,54.786415,1.5831801,88.491435,579.43894,23.6,1,,,,0.00025004525,165.25884,76062.542,0.73247048,0
33975932.69,,5905,275.652,275.599,0.127,9.4E-6,275.78588,4.4950706,202.85647,2.871,8642.7884,5.087,13487.57,6.805,1.281473,54.947691,1.6341217,88.195366,573.39451,22.98,1,,,,0.0002498334,164.35925,76057.85,0.73555784,0
33976670.75,,5905,277.673,277.682,0.127,9.4E-6,277.82756,4.4909494,205.35476,2.91,8695.4986,5.076,13599.946,7.576,1.6737263,55.015144,1.7049819,87.758455,559.52981,24.02,1,,,,0.00025183432,164.84307,77188.151,0.73914468,0
33977079.75,,5905,277.671,277.698,0.127,9.4E-6,277.87779,4.5319668,203.98747,2.902,8696.707,5.076,13568.5,9.68,0.077469515,54.473003,1.6155916,88.223113,569.57779,24.34,1,,,,0.00025350671,165.04543,77216.066,0.7340906,0
33977486.22,,5905,277.683,277.671,0.127,9.3E-6,277.87383,4.5086709,203.27094,2.892,8696.5812,5.076,13551.262,9.738,0.075824219,54.256588,1.589662,88.345005,574.75105,24.17,1,,,,0.00025412127,163.41901,77213.865,0.73152243,0
33978217.36,,5905,279.706,279.718,0.127,9.3E-6,279.85044,4.4989294,206.28815,2.923,8746.9496,5.055,13673.689,7.692,2.2230143,54.772541,1.7736535,87.255539,556.71762,24.49,1,,,,0.00025454028,162.76976,78316.271,0.73713711,0
33978624.31,,5905,279.723,279.706,0.127,9.4E-6,279.91129,4.5621781,205.78408,2.932,8748.3397,5.054,13663.041,10.56,0.08670305,54.467764,1.6818296,87.789124,560.56328,25.28,1,,,,0.00025550751,164.31762,78350.33,0.73517605,0
33979030.8,,5905,279.711,279.726,0.127,9.3E-6,279.91138,4.5463494,205.74593,2.928,8748.3652,5.054,13662.155,10.09,0.083416663,54.383022,1.6689849,87.85652,560.84486,25.11,1,,,,0.00025585768,163.40329,78350.38,0.73503953,0
33979764.13,,5905,281.73,281.72,0.127,9.4E-6,281.89119,4.5424188,207.38001,2.937,8797.7982,5.023,13750.615,7.43,6.0400903,54.601708,1.810188,86.979206,552.61078,24.89,1,,,,0.00025689709,163.14907,79462.641,0.73567396,0
33980170.45,,5905,281.733,281.721,0.127,9.4E-6,281.94224,4.5856175,206.82073,2.942,8798.9833,5.022,13738.443,9.765,0.09076257,54.096772,1.6968719,87.610696,556.902,25.5,1,,,,0.00025875612,163.80512,79491.426,0.73355709,0
33980573.08,,5905,281.752,281.73,0.127,9.3E-6,281.9372,4.5665939,206.75517,2.942,8798.9256,5.022,13736.819,9.964,0.13684674,54.140525,1.7334158,87.376547,557.38233,25.54,1,,,,0.00025862156,162.29032,79488.586,0.73333767,0
33981305.94,,5905,283.778,283.752,0.127,9.4E-6,283.92738,4.5674216,208.62483,2.956,8847.7018,4.98,13830.248,7.762,2.3332703,54.257191,1.8026064,86.954894,547.15084,25.55,1,,,,0.00026003906,162.42158,80614.757,0.73478235,0
33981709.66,,5905,283.76,283.762,0.127,9.3E-6,283.982,4.6086179,207.83129,2.952,8848.972,4.978,13812.566,9.045,0.16012239,53.804938,1.7207736,87.387913,553.29173,25.74,1,,,,0.00026166125,162.77157,80645.778,0.73184669,0
33982168.42,,5905,283.76,283.758,0.127,9.4E-6,283.96487,4.596311,208.40379,2.952,8848.6834,4.979,13825.951,7.392,1.0399098,54.046756,1.7739349,87.094699,548.90753,25.37,1,,,,0.00026089716,161.41481,80636.045,0.73390696,0
33982902.28,,5905,285.804,285.731,0.127,9.4E-6,285.91085,4.5972742,209.45533,2.965,8895.4247,4.928,13897.806,7.1,6.8394568,53.956846,1.8515014,86.563764,544.57676,25.77,1,,,,0.00026294031,162.14027,81745.017,0.73258965,0
33983303.67,,5905,285.795,285.722,0.127,9.4E-6,285.95105,4.6282649,209.2322,2.973,8896.371,4.927,13893.423,9.401,0.14331813,53.529977,1.7295995,87.273665,546.37585,26.48,1,,,,0.0002646075,161.87054,81768.002,0.73170636,0
33983757.64,,5905,285.802,285.692,0.127,9.4E-6,285.93649,4.6149139,207.60428,2.939,8895.9825,4.927,13854.155,7.015,2.0093498,53.205713,1.6715933,87.573563,558.8321,25.18,1,,,,0.00026527734,160.58993,81759.674,0.72605035,0
33984481.08,,5905,287.819,287.755,0.127,9.3E-6,287.92548,4.5985009,210.52125,2.979,8943.1903,4.864,13971.028,6.867,107.05901,53.661703,1.8694365,86.378169,540.08858,26.22,1,,,,0.00026586737,159.61714,82901.084,0.73116575,0
33984882.27,,5905,287.825,287.751,0.127,9.3E-6,287.9855,4.6636008,210.31834,2.993,8944.4695,4.862,13967.462,10.15,0.12190273,53.427947,1.7751905,86.946425,541.79151,27.28,1,,,,0.00026668016,160.98511,82935.647,0.7303088,0
33985336.3,,5905,287.82,287.75,0.127,9.3E-6,287.97154,4.6565806,211.20097,2.991,8944.257,4.863,13988.329,7.344,0.71106216,53.64895,1.7910167,86.901575,534.82942,26.62,1,,,,0.00026602843,160.28384,82927.608,0.73340917,0
33986063.61,,5905,289.858,289.781,0.127,9.4E-6,289.9802,4.6686362,210.36719,2.976,8990.7981,4.789,14014.957,6.545,12.102264,53.392537,1.8208087,86.621374,545.15892,26.25,1,,,,0.00026788697,160.94685,84088.519,0.72545362,0
33986461.56,,5905,289.853,289.781,0.127,9.3E-6,290.01122,4.6906836,210.93336,2.998,8991.4714,4.788,14029.152,9.618,0.11439382,53.097582,1.7792614,86.839223,540.74048,27.51,1,,,,0.0002695605,160.17761,84106.505,0.72732829,0
33986857,,5905,289.866,289.771,0.127,9.4E-6,290.01287,4.680233,210.0659,2.987,8991.5487,4.788,14008.512,9.859,0.096218078,53.015997,1.7792521,86.809534,547.5947,27.29,1,,,,0.00026956398,159.29275,84107.464,0.72433302,0
33987579.72,,5905,291.878,291.851,0.127,9.3E-6,292.0529,4.6959942,209.46604,2.963,9038.0099,4.702,14040.647,6.64,5.4940278,53.10116,1.8581011,86.27944,556.19107,26.17,1,,,,0.00026994885,159.04799,85294.897,0.71721951,0
33987974.75,,5905,291.886,291.838,0.127,9.3E-6,292.0977,4.7355562,209.31654,2.981,9038.9544,4.701,14038.021,10.51,0.069988653,52.673244,1.7550674,86.870577,557.45568,27.46,1,,,,0.00027179914,159.30348,85321.066,0.71659771,0
33988367.66,,5905,291.856,291.852,0.127,9.4E-6,292.09751,4.716122,209.08466,2.972,9038.8994,4.701,14032.428,9.635,0.059359578,52.441754,1.6515772,87.522297,559.282,27.08,1,,,,0.00027257214,158.01973,85320.956,0.71580432,0
33989083.81,,5905,293.925,293.886,0.127,9.4E-6,294.08677,4.7266781,206.95446,2.928,9083.37,4.607,14026.023,6.656,1.5616633,52.365298,1.7599909,86.720346,579.84646,25.58,1,,,,0.00027312374,157.32526,86487.03,0.70371903,0
33989474.42,,5905,293.899,293.884,0.127,9.4E-6,294.13013,4.7552763,207.89069,2.96,9084.2433,4.605,14049.256,10.35,0.036049418,52.003035,1.6237339,87.590064,572.59689,27.13,1,,,,0.00027509972,157.09589,86512.532,0.70679836,0
33989863.88,,5905,293.934,293.862,0.127,9.3E-6,294.12557,4.7423417,208.06454,2.957,9084.1872,4.605,14053.352,9.393,0.05802055,52.019277,1.6002078,87.759628,571.22087,26.86,1,,,,0.00027502003,156.00911,86509.852,0.70740039,0
33990577,,5905,295.944,295.909,0.127,9.4E-6,296.12098,4.7527257,206.36004,2.917,9127.7841,4.5,14056.241,5.783,3.9397337,51.733764,1.6509221,87.307032,588.5222,25.29,1,,,,0.00027672272,156.05783,87687.632,0.6968775,0
33990964.05,,5905,295.943,295.903,0.127,9.3E-6,296.16385,4.7781928,206.80173,2.942,9128.6876,4.498,14067.693,9.822,0.048917368,51.353058,1.5067534,88.247005,585.14229,26.8,1,,,,0.00027857618,155.20129,87713.026,0.69826797,0
33991402.86,,5905,295.955,295.911,0.127,9.3E-6,296.15526,4.778133,206.40842,2.919,9128.6637,4.498,14058.276,6.209,0.66727166,51.662145,1.5749249,87.824298,588.21133,25.45,1,,,,0.00027690673,154.05917,87707.94,0.69696016,0
33992114.91,,5905,297.97,297.939,0.127,9.3E-6,298.14889,4.7918426,206.28747,2.915,9171.3181,4.383,14098.042,5.533,2.9206686,51.535895,1.6308167,87.388866,593.1248,25.35,1,,,,0.00027853932,154.98643,88892.763,0.69189413,0
33992498.94,,5905,297.967,297.937,0.127,9.4E-6,298.19584,4.8208448,205.3159,2.917,9172.2623,4.381,14075.782,9.056,0.038476865,50.916007,1.5207928,88.020684,600.85502,26.28,1,,,,0.00028116008,154.60768,88920.759,0.68852704,0
33992881.16,,5905,297.945,297.944,0.127,9.4E-6,298.18823,4.7957804,205.65775,2.922,9172.1258,4.381,14083.81,9.142,0.052894012,50.962026,1.4820027,88.314187,598.15798,26.41,1,,,,0.00028094196,152.74802,88916.222,0.68969102,0
33993586.7,,5905,300.028,299.978,0.127,9.4E-6,300.16996,4.8013652,205.65737,2.906,9213.7668,4.257,14125.442,5.497,2.6139625,50.948182,1.5927831,87.504632,602.13624,25.33,1,,,,0.00028219529,152.88608,90102.008,0.68513641,0
33993968.02,,5905,300.012,299.955,0.127,9.4E-6,300.21651,4.8456085,204.78003,2.911,9214.7048,4.254,14105.427,9.465,0.029609154,50.602551,1.5241119,87.908377,609.14774,26.44,1,,,,0.00028350435,152.84455,90129.955,0.68210781,0
33994346.69,,5905,299.99,299.959,0.127,9.3E-6,300.21673,4.8276819,204.73194,2.906,9214.7357,4.254,14104.309,8.645,0.037766911,50.529093,1.5162487,87.948584,609.52635,26.15,1,,,,0.00028387395,151.80765,90130.086,0.68194713,0
